"","Longitude","Latitude","Date","Survey_Type"
"86763","W77.06923","N38.93657","12/25/15","random"
"101639","W77.04087","N38.93281","11/01/18","random"
"54214","W77.04476","N38.94493","11/12/89","transects"
"198054","W77.01079","N38.9082","01/28/89","transect"
"37093","W77.05365","N38.9493","03/20/15","nontransect"
"42841","W77.0443","N38.94784","05/04/89","transects"
"119855","W77.00908","N38.9282","03/11/14","random"
"41020","W77.03261","N38.94833","08/10/92","transect"
"89891","W77.02497","N38.93584","02/06/18","opportunistic"
"10904","W77.01812","N38.90674","10/26/18","transect"
"105319","W77.05832","N38.93184","08/01/16",NA
"16154","W77.06658","N38.95463","05/08/83","transect"
"117156","W77.06035","N38.92881","10/18/14","nontransect"
"189504","W77.0136","N38.91038","12/23/11","otehr"
"4411","W77.01266","N38.93584","01/17/18","transect"
"178531","W77.02466","N38.91317","07/21/13","N/A"
"7043","W77.01017","N38.92481","09/26/17","transect"
"97009","W77.02373","N38.93402","04/21/14","otehr"
"153640","W77.06253","N38.91947","02/18/20","random"
"150720","W77.00051","N38.92032","11/10/79","Transect"
"158460","W77.05006","N38.91826","03/19/19",""
"148660","W77.02606","N38.92081","02/20/11","opportunistic"
"94035","W77.04399","N38.93475","06/01/10","nontransect"
"107853","W77.03276","N38.93123","10/17/12","N/A"
"37709","W77.03152","N38.94917","02/03/18","opportunistic"
"44353","W77.03027","N38.94748","12/26/17",""
"93916","W77.06253","N38.93475","01/12/13","Other"
"10651","W77.06534","N38.90771","07/07/19","transect"
"46216","W77.03541","N38.94699","10/02/14",""
"76906","W77.05412","N38.93911","03/22/85","Transect1"
"4985","W77.0256","N38.93317","04/27/19","Transect1"
"136036","W76.99895","N38.92408","02/04/18",""
"107463","W77.01967","N38.93136","03/08/16","other"
"144581","W77.07079","N38.92178","01/02/17","random"
"117123","W77.06549","N38.92881","04/23/19","N/A"
"7219","W77.0443","N38.92396","03/05/20","transect"
"174896","W77.00019","N38.91414","07/09/19","other"
"81122","W77.06191","N38.93802","11/22/17",""
"5137","W77.02061","N38.93269","11/26/10","transect"
"169370","W77.04882","N38.91547","05/14/13","opportunistic"
"118956","W77.00144","N38.92845","04/06/20","N/A"
"190462","W77.01204","N38.91014","04/27/20","other"
"201576","W77.05287","N38.90723","01/23/10","random"
"67445","W77.05115","N38.94154","12/04/14",NA
"18230","W77.03853","N38.95414","05/06/06","transect"
"211956","W77.06035","N38.90456","06/22/17",""
"182735","W77.03432","N38.91208","02/09/17",""
"21845","W77.06612","N38.95317","01/30/98","Transect4"
"7352","W77.03479","N38.95693","07/27/12","nontransect"
"53604","W77.06596","N38.94505","06/10/12","N/A"
"120740","W77.01889","N38.92796","12/09/13","nontransect"
"214278","W77.06783","N38.90395","08/10/19","otehr"
"97421","W77.03167","N38.95632","08/15/12",""
"190176","W77.05661","N38.91014","08/21/92","Transect3"
"96326","W77.0563","N38.93414","10/11/15","random"
"115368","W77.04352","N38.92929","02/03/17","random"
"143693","W77.06144","N38.92202","07/12/17","nontransect"
"217068","W77.00238","N38.90335","09/24/15","other"
"9558","W77.03947","N38.9139","08/17/14","transect"
"89924","W77.01983","N38.93584","03/10/12","N/A"
"209403","W77.015","N38.90529","12/16/12","Other"
"105907","W77.04056","N38.93172","09/12/15","Other"
"3589","W77.03495","N38.93899","11/29/15","transect"
"205239","W76.9991","N38.90638","06/03/11","N/A"
"116555","W77.00627","N38.92905","01/26/11",""
"209747","W77.03526","N38.90516","04/07/19","nontransect"
"36943","W77.00315","N38.94942","03/07/15","otehr"
"63646","W77.05225","N38.94251","12/27/12",""
"42017","W77.02497","N38.94808","08/30/86","Transect2"
"733","W77.02653","N38.95184","03/15/16","transect"
"120803","W77.00908","N38.92796","01/22/20","N/A"
"130614","W77.03136","N38.92541","02/10/93","transect"
"113816","W77.06378","N38.92966","07/19/91","transect "
"101918","W77.07126","N38.93269","04/10/14",""
"171954","W77.01547","N38.91487","12/14/05","transect"
"27149","W77.05209","N38.95184","05/13/18","random"
"205623","W77.01313","N38.90626","06/13/10",""
"111123","W77.04025","N38.93039","10/17/17",""
"192358","W77.01204","N38.90965","09/30/11",""
"134203","W77.063","N38.92445","08/07/01","transect"
"72411","W77.01593","N38.94033","03/18/16","Other"
"112343","W77.07173","N38.93002","11/08/95","transect"
"169656","W77.00425","N38.91547","05/06/16","random"
"8251","W77.05318","N38.91899","07/04/11","first_transect"
"1453","W77.06767","N38.95838","04/15/15",""
"183352","W77.01204","N38.91196","04/05/15",NA
"39429","W77.05895","N38.94869","04/04/20","Other"
"144097","W77.07235","N38.9219","08/20/99","transect"
"87391","W77.04523","N38.93645","08/11/89","transect"
"213008","W77.04414","N38.90432","12/17/10","N/A"
"12364","W77.06627","N38.9556","02/22/10","otehr"
"199884","W77.02108","N38.90771","12/30/83","transect"
"148293","W77.00939","N38.92093","06/28/18","random"
"71996","W77.00674","N38.94045","03/07/10","otehr"
"158909","W77.05396","N38.91814","11/28/13","nontransect"
"6496","W77.0351","N38.92723","01/14/15","transect"
"92205","W77.0337","N38.93523","03/21/85","transect"
"34351","W77.03775","N38.95002","11/30/11","other"
"44623","W77.06206","N38.94736","06/05/18","N/A"
"160869","W77.04399","N38.91766","09/28/19",NA
"165579","W77.04866","N38.91644","12/25/15","random"
"138492","W77.05941","N38.92335","11/01/18","random"
"27951","W77.00097","N38.95172","10/23/17","random"
"4271","W77.07173","N38.95766","05/31/15","other"
"52064","W77.01048","N38.94554","03/20/15","nontransect"
"175630","W77.03354","N38.9139","04/06/10","Other"
"17920","W77.01297","N38.95426","03/11/14","random"
"55720","W77.03167","N38.94457","11/23/10","Other"
"167970","W77.04539","N38.91584","02/06/18","opportunistic"
"151608","W77.00986","N38.92008","04/29/10","other"
"112243","W77.01344","N38.93014","01/14/82","transects"
"155065","W77.06206","N38.91911","09/20/96","transect"
"120899","W77.06799","N38.92784","10/18/14","nontransect"
"138535","W77.05271","N38.92335","12/23/11","otehr"
"13681","W77.00877","N38.95536","01/14/10","nontransect"
"16647","W77.06362","N38.95451","07/21/13","N/A"
"128819","W77.01562","N38.9259","05/16/18","Other"
"2617","W77.01469","N38.9442","01/08/13","transect"
"161057","W77.01469","N38.91766","02/18/20","random"
"51299","W77.05583","N38.94566","04/13/92","transect1"
"18183","W77.04586","N38.95414","03/19/19",""
"196686","W77.00238","N38.90856","02/20/11","opportunistic"
"213865","W77.05832","N38.90407","06/01/10","nontransect"
"3018","W77.01173","N38.94202","02/06/19","transect"
"201067","W77.05832","N38.90735","02/03/18","opportunistic"
"3722","W77.00954","N38.9579","12/26/17",""
"200397","W77.015","N38.90759","01/12/13","Other"
"162742","W77.04757","N38.91717","12/23/10","otehr"
"19958","W77.06471","N38.95366","10/02/14",""
"156846","W77.00612","N38.91875","05/11/12","otehr"
"192898","W77.00175","N38.90953","04/09/15","opportunistic"
"127582","W77.06066","N38.92614","02/04/18",""
"10406","W77.00206","N38.9562","03/08/16","other"
"82852","W77.01391","N38.93766","01/02/17","random"
"185914","W77.05599","N38.91123","04/23/19","N/A"
"67026","W77.04258","N38.94166","10/31/78","transect"
"199601","W77.06518","N38.90771","09/02/03","transect_2"
"32733","W77.0683","N38.95039","09/16/78","TRANSECT"
"85541","W77.06908","N38.95657","05/11/04","transect"
"154938","W77.00799","N38.91923","05/14/13","opportunistic"
"128770","W77.02326","N38.9259","04/06/20","N/A"
"6813","W77.04492","N38.95705","04/27/20","other"
"6351","W77.03962","N38.92772","08/24/11","transect"
"72990","W76.99957","N38.9402","12/04/14",NA
"187340","W77.05536","N38.91086","08/07/14","Other"
"101596","W77.04757","N38.93281","05/17/94","transect"
"45532","W77.06814","N38.94711","02/09/17",""
"135004","W77.01204","N38.92432","09/04/19","opportunistic"
"70648","W77.06908","N38.94069","07/27/12","nontransect"
"85852","W77.06347","N38.93681","06/10/12","N/A"
"151780","W77.05692","N38.91996","04/11/06","first_transect"
"183881","W77.00347","N38.91183","06/07/82","transect4"
"104991","W77.06144","N38.95608","08/15/12",""
"55571","W77.05489","N38.94457","06/30/11","other"
"108273","W77.04118","N38.93111","10/11/15","random"
"47651","W77.06861","N38.95754","02/03/17","random"
"3195","W77.0178","N38.95802","07/12/17","nontransect"
"98921","W77.0083","N38.95632","03/31/80","Transect"
"11630","W77.03651","N38.90395","10/13/19","Transect"
"94350","W77.06876","N38.93463","03/10/12","N/A"
"211310","W77.01328","N38.9048","12/16/12","Other"
"174254","W77.02638","N38.91426","09/12/15","Other"
"186055","W77.03401","N38.91123","06/29/11",NA
"7756","W77.04648","N38.92154","05/13/18","transect"
"90840","W77.02482","N38.9356","01/26/11",""
"174394","W77.00456","N38.91426","04/07/19","nontransect"
"72389","W77.01936","N38.94033","03/07/15","otehr"
"20510","W77.05256","N38.95354","12/27/12",""
"164731","W77.03308","N38.91669","08/16/93","transect"
"130208","W77.02076","N38.92554","09/27/13","other"
"1934","W77.01578","N38.94784","11/07/10","transect"
"78961","W77.02388","N38.95681","08/04/15","random"
"161680","W77.06534","N38.91741","06/11/19",NA
"86377","W77.05552","N38.93669","04/10/14",""
"172507","W77.00315","N38.91474","07/02/11","N/A"
"33111","W77.00939","N38.95039","05/13/18","random"
"6457","W77.03775","N38.92735","03/27/17","transect"
"36764","W77.03105","N38.94942","12/22/03","transect"
"1271","W77.00643","N38.95026","05/12/18","transect"
"126133","W77.06487","N38.92651","09/24/11","Other"
"159631","W77.01531","N38.91802","03/18/16","Other"
"179788","W77.05038","N38.9128","05/01/19",""
"29699","W77.02404","N38.95123","05/06/16","random"
"110678","W77.03573","N38.93051","02/13/18",NA
"96111","W77.01593","N38.93426","04/15/15",""
"116352","W77.03791","N38.92905","04/05/15",NA
"72553","W77.06767","N38.9402","04/04/20","Other"
"112353","W77.07017","N38.93002","04/10/95","transect"
"161902","W77.03074","N38.91741","11/13/16",NA
"6257","W77.04944","N38.92808","03/22/20","transect"
"109527","W77.06736","N38.93075","02/22/10","otehr"
"196028","W77.03105","N38.90868","11/19/17",""
"215446","W77.03354","N38.90371","06/28/18","random"
"2975","W77.02825","N38.94214","01/09/20","Transect1"
"54307","W77.03027","N38.94493","11/28/13","nontransect"
"146671","W77.04056","N38.92129","08/21/12","other"
"4110","W77.01126","N38.93693","05/24/14","transect"
"194135","W77.03058","N38.90917","11/30/11","other"
"139319","W77.0044","N38.92323","06/05/18","N/A"
"93476","W77.05723","N38.93487","09/28/19",NA
"43606","W76.99895","N38.94772","12/25/15","random"
"14825","W77.05209","N38.95499","11/01/18","random"
"25222","W77.05692","N38.95233","10/23/17","random"
"15059","W77.01562","N38.95499","05/31/15","other"
"215597","W77.01001","N38.90371","03/20/15","nontransect"
"156168","W77.03791","N38.91887","04/21/07","Transect4"
"112077","W77.03931","N38.93014","03/11/14","random"
"9877","W77.01064","N38.95632","10/06/82","Transect"
"29801","W77.05131","N38.95802","02/06/18","opportunistic"
"106428","W77.03323","N38.9316","04/29/10","other"
"10686","W77.02217","N38.90759","10/09/18","transect"
"66212","W77.00097","N38.95717","02/21/19","Other"
"62218","W77.05318","N38.94287","01/27/01","Transect1"
"22875","W77.05334","N38.95293","12/23/11","otehr"
"126059","W77.00253","N38.92663","01/14/10","nontransect"
"16006","W77.01578","N38.95475","04/15/82","first_transect"
"133263","W77.06175","N38.92469","05/16/18","Other"
"89542","W77.00549","N38.93596","04/21/14","otehr"
"17036","W77.003","N38.95451","02/18/20","random"
"969","W77.06923","N38.95851","08/03/14",""
"190516","W77.00362","N38.91014","03/19/19",""
"198342","W77.03978","N38.90808","08/10/07","transect"
"52051","W77.01251","N38.94554","06/01/10","nontransect"
"43801","W77.05474","N38.95766","10/17/12","N/A"
"10538","W77.06767","N38.90832","01/06/12","transect"
"22431","W77.04866","N38.95305","12/26/17",""
"135669","W77.05614","N38.92408","12/09/95","TRANSECT"
"129995","W77.05396","N38.92554","10/30/08","transect"
"216795","W77.04492","N38.90335","10/02/14",""
"190266","W77.04258","N38.91014","05/11/12","otehr"
"45308","W77.02918","N38.94723","05/06/88","second_transect"
"85337","W77.06986","N38.93693","02/04/18",""
"168197","W77.01001","N38.91584","03/08/16","other"
"130776","W77.00612","N38.92541","01/02/17","random"
"185783","W77.00253","N38.91135","04/23/19","N/A"
"97406","W77.03573","N38.9339","03/23/82","Transect2"
"78773","W77.05863","N38.93863","07/09/19","other"
"179445","W77.02996","N38.91293","11/22/17",""
"138920","W77.06658","N38.92323","06/04/13","N/A"
"111531","W77.05053","N38.93026","11/11/05","second_transect"
"210950","W77.06939","N38.9048","04/06/20","N/A"
"117855","W77.02528","N38.92869","04/18/09","transect"
"149765","W77.0016","N38.92057","01/23/10","random"
"111967","W77.05645","N38.93014","06/30/84","transect "
"116267","W77.05115","N38.92905","08/07/14","Other"
"116185","W77.06393","N38.92905","09/25/87","transect"
"216701","W77.05957","N38.90335","11/24/03","transect_2"
"63188","W77.04975","N38.94263","09/04/19","opportunistic"
"10756","W77.02139","N38.95608","07/27/12","nontransect"
"108217","W77.04991","N38.93111","06/10/12","N/A"
"85712","W77.01141","N38.93693","12/09/13","nontransect"
"212777","W77.00627","N38.90444","08/10/19","otehr"
"142908","W77.03604","N38.92226","08/15/12",""
"41096","W77.02076","N38.94833","06/30/11","other"
"189240","W77.05474","N38.91038","10/11/15","random"
"188478","W77.02575","N38.91062","02/03/17","random"
"171426","W77.02388","N38.91499","03/31/88","TRANSECT"
"31936","W77.04476","N38.95063","09/24/15","other"
"165095","W77.05022","N38.91656","08/19/13",""
"146589","W77.05334","N38.92129","03/10/12","N/A"
"171468","W77.01734","N38.91499","12/16/12","Other"
"11532","W77.04819","N38.95584","12/18/96","transect"
"188712","W77.06315","N38.9105","10/13/09","transect"
"113765","W77.07173","N38.92966","12/11/08","transect"
"19199","W77.03526","N38.9539","01/26/11",""
"135674","W77.05536","N38.92408","04/07/19","nontransect"
"15671","W77.04991","N38.95838","03/07/15","otehr"
"88264","W77.05692","N38.9362","12/27/12",""
"87588","W77.01453","N38.93645","11/20/19","Other"
"51583","W77.01157","N38.94566","09/27/13","other"
"55961","W77.06799","N38.94445","11/04/83","transect"
"213246","W77.00705","N38.90432","11/14/86","first_transect"
"214654","W77.00923","N38.90395","06/11/19",NA
"59438","W77.04321","N38.9436","04/10/14",""
"37015","W77.0658","N38.9493","07/02/11","N/A"
"216801","W77.04399","N38.90335","05/13/18","random"
"62470","W77.01391","N38.94287","06/13/10",""
"8928","W77.04352","N38.91584","11/02/14","transect"
"39096","W77.03697","N38.94881","09/30/11",""
"145075","W77.06767","N38.92166","09/24/11","Other"
"30287","W77.00627","N38.95111","03/18/16","Other"
"84871","W77.00565","N38.95669","05/01/19",""
"143723","W77.05676","N38.92202","05/06/16","random"
"201950","W77.06845","N38.90711","02/13/18",NA
"6409","W77.04663","N38.95863","04/15/15",""
"3004","W77.02092","N38.94202","03/07/18","Transect1"
"187464","W77.03604","N38.91086","04/04/20","Other"
"44009","W77.01001","N38.9476","03/28/18",NA
"29525","W77.05115","N38.95123","11/13/16",NA
"120176","W77.03292","N38.92808","12/17/10","N/A"
"138391","W77.00128","N38.92348","02/22/10","otehr"
"59864","W77.05069","N38.94348","11/19/17",""
"117743","W77.04274","N38.92869","06/28/18","random"
"6493","W77.03557","N38.92723","09/17/11","transect"
"154293","W77.03464","N38.91935","01/02/85","Transect2"
"192824","W77.01328","N38.90953","08/21/12","other"
"78137","W77.01001","N38.93887","11/26/10","otehr"
"108184","W77.05505","N38.93111","11/30/11","other"
"123073","W77.02466","N38.92735","06/05/18","N/A"
"62747","W77.04461","N38.94275","10/12/86","Transect1"
"59064","W77.02762","N38.94372","12/25/15","random"
"117533","W77.0016","N38.92881","11/01/18","random"
"5927","W77.02528","N38.92954","10/24/13","transect"
"157236","W77.01921","N38.91863","05/31/15","other"
"119536","W77.05879","N38.9282","03/20/15","nontransect"
"63059","W77.06986","N38.94263","04/06/10","Other"
"196532","W77.02638","N38.90856","07/01/79","transect"
"114769","W77.063","N38.92942","11/23/10","Other"
"21686","W77.01702","N38.95329","10/22/97","Transect4"
"101120","W77.04788","N38.93293","04/29/10","other"
"138936","W77.06409","N38.92323","07/24/81","Transect4"
"29473","W77.05926","N38.95123","02/21/19","Other"
"55832","W77.01422","N38.94457","10/18/14","nontransect"
"152284","W77.05225","N38.91984","12/23/11","otehr"
"4519","W77.03167","N38.93536","06/16/12","transect"
"194648","W77.02451","N38.90905","07/14/89","transect"
"81338","W77.02825","N38.93802","05/16/18","Other"
"157673","W77.02497","N38.9185","04/21/14","otehr"
"77161","W77.01438","N38.93911","02/18/20","random"
"23632","W77.00923","N38.95281","08/03/14",""
"207198","W77.06315","N38.90577","03/19/19",""
"2784","W77.00908","N38.94324","10/02/17","transect"
"161161","W77.07235","N38.91753","06/01/10","nontransect"
"55891","W77.00502","N38.94457","10/17/12","N/A"
"182310","W77.02669","N38.9122","06/14/88","transect"
"41697","W77.00097","N38.9482","12/26/17",""
"138721","W77.02373","N38.92335","01/12/13","Other"
"50324","W77.06004","N38.9459","12/23/10","otehr"
"117732","W77.04445","N38.92869","10/02/14",""
"139598","W77.03479","N38.92311","05/11/12","otehr"
"8916","W77.01266","N38.95657","04/09/15","opportunistic"
"216064","W77.0111","N38.90359","02/04/18",""
"184073","W77.04741","N38.91171","03/08/16","other"
"74984","W77.05817","N38.9396","01/02/17","random"
"7818","W77.05006","N38.92117","11/22/10","transect"
"6452","W77.04196","N38.92735","10/02/12","transect"
"130834","W77.07095","N38.92529","07/09/19","other"
"154342","W77.027","N38.91935","02/19/98","transect"
"34846","W77.03448","N38.9499","06/04/13","N/A"
"156382","W77.00456","N38.91887","05/14/13","opportunistic"
"194047","W77.0443","N38.90917","09/03/03","transect_2"
"47994","W77.0538","N38.94651","04/27/20","other"
"41441","W77.04087","N38.9482","01/23/10","random"
"71959","W77.01251","N38.94045","12/04/14",NA
"80993","W77.00814","N38.93814","08/07/14","Other"
"20918","W77.06284","N38.95342","06/22/17",""
"101570","W77.05162","N38.93281","02/09/17",""
"132390","W77.05006","N38.92493","08/02/99","transect"
"43855","W77.03401","N38.9476","07/12/84","Transect1"
"171100","W77.00082","N38.91511","06/10/12","N/A"
"188409","W77.03651","N38.91062","12/09/13","nontransect"
"200668","W77.04663","N38.90747","08/10/19","otehr"
"79402","W77.03448","N38.93851","08/15/12",""
"201496","W77.06534","N38.90723","06/30/11","other"
"83350","W77.01017","N38.93754","10/11/15","random"
"95712","W77.00425","N38.93439","02/03/17","random"
"149444","W77.05162","N38.92057","07/12/17","nontransect"
"1303","W77.01718","N38.95851","08/25/99","transect"
"105449","W77.03806","N38.93184","08/19/13",""
"129340","W77.0083","N38.92578","03/10/12","N/A"
"91714","W77.03635","N38.93536","12/16/12","Other"
"198984","W77.0136","N38.90795","09/12/15","Other"
"78365","W77.04835","N38.93875","06/29/11",NA
"3639","W77.03978","N38.93875","03/27/12","transect"
"28137","W77.04586","N38.9516","01/26/11",""
"107888","W77.02731","N38.93123","04/14/89","transect"
"19992","W77.05941","N38.95366","03/07/15","otehr"
"1702","W77.02887","N38.95838","12/27/12",""
"29843","W77.0016","N38.95123","11/20/19","Other"
"108766","W77.03822","N38.93099","01/05/06","transect"
"146459","W76.99973","N38.92141","09/09/99","transect"
"144828","W77.0323","N38.92178","08/04/15","random"
"53280","W77.04258","N38.94517","06/11/19",NA
"169748","W77.06378","N38.91535","04/10/14",""
"130329","W77.00191","N38.92554","07/02/11","N/A"
"6904","W77.03074","N38.95705","05/13/18","random"
"3010","W77.01406","N38.94202","12/26/16","transect"
"46825","W77.01438","N38.94687","02/28/01","transect"
"66720","W77.0164","N38.94178","09/30/11",""
"104179","W77.01438","N38.9322","02/09/02","transect"
"154999","W77.07235","N38.91911","03/18/16","Other"
"122498","W77.0404","N38.92748","08/29/98","thirdtransect"
"206942","W77.02918","N38.90589","07/17/98","Transect1"
"47365","W77.00409","N38.94675","02/13/18",NA
"61045","W77.01438","N38.94324","04/15/15",""
"211950","W77.06128","N38.90456","10/30/86","transect"
"14757","W77.06269","N38.95499","04/04/20","Other"
"145131","W77.05895","N38.92166","03/28/18",NA
"201241","W77.03121","N38.90735","11/13/16",NA
"73541","W77.06144","N38.93996","12/17/10","N/A"
"37816","W77.01484","N38.94917","02/22/10","otehr"
"122414","W77.05349","N38.92748","11/19/17",""
"183996","W77.05941","N38.91171","06/28/18","random"
"79371","W77.01749","N38.95681","03/07/10","otehr"
"180829","W77.03588","N38.91256","11/28/13","nontransect"
"169161","W77.00752","N38.91559","08/21/12","other"
"94935","W77.05147","N38.93451","11/26/10","otehr"
"147083","W77.05022","N38.92117","11/30/11","other"
"176646","W77.02295","N38.91365","06/05/18","N/A"
"54294","W77.0323","N38.94493","09/28/19",NA
"61444","W77.02606","N38.94311","12/25/15","random"
"176123","W77.03058","N38.91377","11/01/18","random"
"168526","W77.03261","N38.91572","10/23/17","random"
"209857","W77.01812","N38.90516","08/05/01","Transect2"
"97722","W77.027","N38.95632","03/20/15","nontransect"
"92699","W77.03058","N38.93511","04/06/10","Other"
"137994","W77.06315","N38.92348","03/11/14","random"
"47281","W77.00051","N38.95766","11/23/10","Other"
"46947","W77.06923","N38.94675","02/06/18","opportunistic"
"110838","W77.01079","N38.93051","12/12/79","transect"
"197167","W77.00128","N38.90844","08/01/16",NA
"175735","W77.01718","N38.9139","02/21/19","Other"
"47498","W77.05723","N38.94663","10/18/14","nontransect"
"14397","W77.04492","N38.95511","12/23/11","otehr"
"88379","W77.039","N38.9362","09/29/08","transect"
"205221","W77.00191","N38.90638","07/21/13","N/A"
"29179","W77.03121","N38.95136","05/16/18","Other"
"63561","W77.04227","N38.95717","04/21/14","otehr"
"201108","W77.05193","N38.90735","02/18/20","random"
"151087","W77.01718","N38.9202","08/03/14",""
"54136","W77.05692","N38.94493","03/19/19",""
"87851","W77.04741","N38.93633","02/20/11","opportunistic"
"43121","W77.00066","N38.94784","06/01/10","nontransect"
"135310","W77.03822","N38.9242","10/17/12","N/A"
"152430","W77.02949","N38.91984","02/03/18","opportunistic"
"27049","W77.06767","N38.95184","07/10/00","transects"
"123860","W77.04975","N38.92711","01/12/13","Other"
"121118","W77.03386","N38.92784","07/20/97","transect"
"169921","W77.03682","N38.91535","10/02/14",""
"182066","W77.06471","N38.9122","05/11/12","otehr"
"8253","W77.05115","N38.91899","02/15/15","transect"
"197560","W77.01391","N38.90832","02/04/18",""
"215794","W77.05318","N38.90359","03/08/16","other"
"101547","W77.05521","N38.93281","01/02/17","random"
"25609","W77.07048","N38.9522","04/23/19","N/A"
"60297","W77.05708","N38.94336","11/09/01","second_transect"
"108668","W77.05349","N38.93099","07/09/19","other"
"114799","W77.05832","N38.92942","11/22/17",""
"160387","W77.04523","N38.91778","06/04/13","N/A"
"55200","W77.03884","N38.94469","05/14/13","opportunistic"
"122780","W77.07032","N38.92735","04/06/20","N/A"
"11808","W77.02856","N38.90322","10/24/15","transect"
"200871","W77.015","N38.90747","01/23/10","random"
"38452","W77.06347","N38.94893","12/04/14",NA
"110015","W77.06518","N38.93063","08/07/14","Other"
"82993","W77.0658","N38.93754","11/15/79","transect4"
"5203","W77.00035","N38.95754","02/09/17",""
"209923","W77.00783","N38.90516","09/04/19","opportunistic"
"148677","W77.02341","N38.92081","07/27/12","nontransect"
"64217","W77.03713","N38.94239","06/10/12","N/A"
"7904","W77.04508","N38.92069","06/30/17","transect"
"61720","W77.05692","N38.94299","08/10/19","otehr"
"152306","W77.04882","N38.91984","08/15/12",""
"69761","W77.05957","N38.94093","11/22/91","transect"
"23257","W77.06767","N38.95281","04/15/05","first_transect"
"126645","W77.05895","N38.92638","02/03/17","random"
"167428","W77.05599","N38.91596","08/20/08","transect "
"18323","W77.02404","N38.95414","09/24/15","other"
"53526","W77.00425","N38.94517","12/06/84","Transect5"
"177445","W77.04617","N38.91341","03/10/12","N/A"
"150547","W77.02747","N38.92032","12/16/12","Other"
"21802","W76.99895","N38.95329","09/12/15","Other"
"198485","W77.01749","N38.90808","06/29/11",NA
"210687","W77.03651","N38.90492","06/03/11","N/A"
"11534","W77.00331","N38.90444","02/16/19","transect"
"139996","W77.04663","N38.92299","04/07/19","nontransect"
"74439","W77.06923","N38.93972","06/02/94","transect"
"35065","W77.00035","N38.9499","12/27/12",""
"173977","W77.06954","N38.91426","11/20/19","Other"
"201492","W77.06596","N38.90723","09/27/13","other"
"206832","W77.04632","N38.90589","01/22/20","N/A"
"140343","W77.06643","N38.92287","08/04/15","random"
"146078","W77.0591","N38.92141","06/11/19",NA
"13882","W77.05131","N38.95523","04/10/14",""
"162445","W77.01999","N38.91729","07/02/11","N/A"
"160374","W77.04726","N38.91778","07/08/82","transect"
"70820","W77.04227","N38.94069","06/13/10",""
"50509","W77.03121","N38.9459","12/20/88","transect"
"22256","W77.00206","N38.95317","09/30/11",""
"174763","W77.02092","N38.91414","09/24/11","Other"
"161335","W77.04523","N38.91753","03/18/16","Other"
"19249","W77.02747","N38.9539","05/01/19",""
"208069","W77.00128","N38.90565","08/28/78","transects"
"189668","W77.06191","N38.91026","02/13/18",NA
"54248","W77.03947","N38.94493","04/15/15",""
"164664","W77.04352","N38.91669","04/05/15",NA
"103139","W77.02871","N38.93245","04/04/20","Other"
"3363","W77.01905","N38.94045","11/04/14","transect"
"111043","W77.05271","N38.93039","11/13/16",NA
"39051","W77.04399","N38.94881","12/17/10","N/A"
"76201","W77.06689","N38.95681","04/09/07","transect"
"67646","W77.01983","N38.94154","11/19/17",""
"67231","W77.01064","N38.94166","06/28/18","random"
"112726","W77.01204","N38.93002","03/07/10","otehr"
"6936","W77.03978","N38.92517","07/13/19","transect"
"31111","W77.0256","N38.95087","08/21/12","other"
"11675","W77.03339","N38.90383","11/13/13","transect"
"166039","W77.05084","N38.91632","11/30/11","other"
"133304","W77.05536","N38.92469","06/05/18","N/A"
"100896","W77.00892","N38.93305","09/28/19",NA
"166855","W77.07141","N38.91608","12/25/15","random"
"126856","W77.02606","N38.92638","11/01/18","random"
"110633","W77.04274","N38.93051","10/23/17","random"
"37141","W77.01079","N38.9579","05/31/15","other"
"91450","W77.00362","N38.93548","03/20/15","nontransect"
"9321","W77.03432","N38.91462","04/21/20","transect"
"143613","W77.00004","N38.92214","03/11/14","random"
"125489","W77.01749","N38.92675","11/23/10","Other"
"102833","W77.00253","N38.93257","02/06/18","opportunistic"
"170097","W77.00939","N38.91535","04/29/10","other"
"85792","W76.99895","N38.93693","08/01/16",NA
"121844","W77.06845","N38.9276","02/21/19","Other"
"16733","W77.05022","N38.95451","10/18/14","nontransect"
"10354","W77.06612","N38.90953","09/17/17","transects"
"156977","W77.05957","N38.91863","06/16/99","Transect3"
"113328","W77.06596","N38.92978","03/21/05","transect"
"153269","W77.04648","N38.9196","01/16/93","transect"
"157377","W77.0711","N38.9185","04/21/14","otehr"
"93933","W77.05988","N38.93475","02/18/20","random"
"161912","W77.02918","N38.91741","08/03/14",""
"51776","W77.05536","N38.94554","03/19/19",""
"162973","W77.01157","N38.91717","02/20/11","opportunistic"
"66403","W77.0658","N38.94178","06/01/10","nontransect"
"29107","W77.04243","N38.95136","10/17/12","N/A"
"172384","W77.02232","N38.91474","02/03/18","opportunistic"
"52238","W77.05723","N38.94542","06/05/02","transect"
"131725","W77.00596","N38.92517","01/12/13","Other"
"200877","W77.01406","N38.90747","12/23/10","otehr"
"114710","W77.07219","N38.92942","11/12/94","transect_2"
"127105","W77.06113","N38.92626","04/06/87","transect"
"199282","W77.04102","N38.90783","04/09/15","opportunistic"
"109057","W77.06674","N38.93087","02/04/18",""
"84820","W77.00269","N38.93717","03/08/16","other"
"173330","W77.02264","N38.9145","12/07/03","transect"
"136427","W77.01188","N38.92396","04/23/19","N/A"
"133787","W77.05396","N38.92457","01/15/14",NA
"12751","W77.00596","N38.9556","07/09/19","other"
