"","Longitude","Latitude","Date","Survey_Type"
"79670","77°3.99'W","38°56.3'N","04-Jun-13","N/A"
"163364","77°1.47'W","38°55.02'N","04-Jun-13","N/A"
"157380","77°4.24'W","38°55.11'N","04-Jun-13","N/A"
"158127","77°1.69'W","38°55.1'N","04-Jun-13","N/A"
"15229","77°3.78'W","38°57.29'N","04-Jun-13","N/A"
"120064","77°3.02'W","38°55.68'N","04-Jun-13","N/A"
"139846","77°4.2'W","38°55.38'N","04-Jun-13","N/A"
"170277","77°3.31'W","38°54.91'N","04-Jun-13","N/A"
"173934","77°0.14'W","38°54.86'N","04-Jun-13","N/A"
"26843","77°1.55'W","38°57.12'N","04-Jun-13","N/A"
"176618","77°1.64'W","38°54.82'N","04-Jun-13","N/A"
"215985","77°1.4'W","38°54.22'N","04-Jun-13","N/A"
"93614","77°2.14'W","38°56.09'N","04-Jun-13","N/A"
"112331","76°59.98'W","38°55.81'N","04-Jun-13","N/A"
"188778","77°3.17'W","38°54.63'N","04-Jun-13","N/A"
"18150","77°3.06'W","38°57.25'N","04-Jun-13","N/A"
"43221","77°3.54'W","38°56.86'N","04-Jun-13","N/A"
"19865","77°0.32'W","38°57.23'N","04-Jun-13","N/A"
"139513","77°2.88'W","38°55.39'N","04-Jun-13","N/A"
"51335","77°3.01'W","38°56.74'N","04-Jun-13","N/A"
"53255","77°2.79'W","38°56.71'N","04-Jun-13","N/A"
"58105","77°1.76'W","38°56.64'N","04-Jun-13","N/A"
"195470","77°2.65'W","38°54.53'N","04-Jun-13","N/A"
"45565","77°3.78'W","38°56.83'N","04-Jun-13","N/A"
"83028","77°3.62'W","38°56.25'N","04-Jun-13","N/A"
"161846","77°2.37'W","38°55.04'N","04-Jun-13","N/A"
"98967","77°0.84'W","38°56.01'N","04-Jun-13","N/A"
"25534","77°0.5'W","38°57.14'N","04-Jun-13","N/A"
"193194","77°1.77'W","38°54.56'N","04-Jun-13","N/A"
"11556","77°2.67'W","38°57.35'N","04-Jun-13","N/A"
"213533","77°2.17'W","38°54.25'N","04-Jun-13","N/A"
"53298","77°2.39'W","38°56.71'N","04-Jun-13","N/A"
"121662","77°1.38'W","38°55.66'N","04-Jun-13","N/A"
"67301","76°59.98'W","38°56.5'N","04-Jun-13","N/A"
"172595","77°3.8'W","38°54.88'N","04-Jun-13","N/A"
"6228","77°2.3'W","38°55.69'N","05-Jun-13","transect"
"11694","77°2.04'W","38°54.22'N","05-Jun-13","transect"
"1436","77°0.89'W","38°56.98'N","06-Jun-13","Transect1"
"7026","77°2.32'W","38°55.49'N","19-Jun-13","transect"
"5947","77°2.65'W","38°55.76'N","21-Jun-13","transect"
"1881","77°0.73'W","38°56.88'N","26-Jun-13","transect"
"883","77°0.94'W","38°57.08'N","29-Jun-13","transect"
"2689","77°1.11'W","38°56.62'N","04-Jul-13","transect"
"11159","77°1.06'W","38°54.35'N","09-Jul-13","transect"
"74411","76°59.98'W","38°56.39'N","21-Jul-13","N/A"
"176339","77°4.25'W","38°54.82'N","21-Jul-13","N/A"
"193992","77°3.17'W","38°54.55'N","21-Jul-13","N/A"
"204170","77°1.08'W","38°54.4'N","21-Jul-13","N/A"
"150813","77°3.59'W","38°55.21'N","21-Jul-13","N/A"
"161346","77°2.61'W","38°55.05'N","21-Jul-13","N/A"
"64341","77°1.07'W","38°56.54'N","21-Jul-13","N/A"
"171813","77°2.25'W","38°54.89'N","21-Jul-13","N/A"
"162938","77°1.02'W","38°55.03'N","21-Jul-13","N/A"
"137151","77°2.81'W","38°55.42'N","21-Jul-13","N/A"
"103290","77°0.31'W","38°55.95'N","21-Jul-13","N/A"
"145906","77°0.72'W","38°55.29'N","21-Jul-13","N/A"
"111566","77°2.7'W","38°55.82'N","21-Jul-13","N/A"
"93172","77°1.84'W","38°56.1'N","21-Jul-13","N/A"
"155755","77°1.7'W","38°55.14'N","21-Jul-13","N/A"
"64048","77°3.81'W","38°56.54'N","21-Jul-13","N/A"
"72291","77°2.08'W","38°56.42'N","21-Jul-13","N/A"
"149879","77°3.46'W","38°55.23'N","21-Jul-13","N/A"
"69867","77°2.58'W","38°56.46'N","21-Jul-13","N/A"
"109824","77°1.26'W","38°55.84'N","21-Jul-13","N/A"
"208011","77°0.62'W","38°54.34'N","21-Jul-13","N/A"
"107262","77°1.56'W","38°57.36'N","21-Jul-13","N/A"
"199231","77°2.94'W","38°54.47'N","21-Jul-13","N/A"
"84445","77°3.67'W","38°56.23'N","21-Jul-13","N/A"
"36470","77°0.18'W","38°56.97'N","21-Jul-13","N/A"
"40165","77°1.09'W","38°56.91'N","21-Jul-13","N/A"
"201750","77°1.55'W","38°54.43'N","21-Jul-13","N/A"
"163629","77°3.42'W","38°55.02'N","21-Jul-13","N/A"
"12201","77°1.07'W","38°57.34'N","21-Jul-13","N/A"
"152953","77°1.31'W","38°55.18'N","21-Jul-13","N/A"
"24367","77°2.55'W","38°57.15'N","21-Jul-13","N/A"
"66268","77°0.78'W","38°56.51'N","21-Jul-13","N/A"
"48255","77°0.79'W","38°56.79'N","21-Jul-13","N/A"
"203520","77°2.72'W","38°54.4'N","21-Jul-13","N/A"
"214223","77°0.15'W","38°54.24'N","21-Jul-13","N/A"
"111357","77°0.23'W","38°55.82'N","21-Jul-13","N/A"
"94856","77°3.83'W","38°56.07'N","21-Jul-13","N/A"
"177679","77°0.58'W","38°54.8'N","21-Jul-13","N/A"
"495","77°4.15'W","38°57.52'N","21-Jul-13","N/A"
"109664","77°3.75'W","38°57.36'N","21-Jul-13","N/A"
"170025","77°1.24'W","38°54.92'N","21-Jul-13","N/A"
"35636","77°3.55'W","38°56.98'N","21-Jul-13","N/A"
"119921","76°59.93'W","38°55.69'N","21-Jul-13","N/A"
"82972","77°4.14'W","38°56.25'N","21-Jul-13","N/A"
"138626","77°2.31'W","38°55.4'N","21-Jul-13","N/A"
"29164","77°2.01'W","38°57.08'N","21-Jul-13","N/A"
"58040","77°2.37'W","38°56.64'N","21-Jul-13","N/A"
"186465","77°2.64'W","38°54.67'N","21-Jul-13","N/A"
"111193","77°1.76'W","38°55.82'N","21-Jul-13","N/A"
"126476","77°0.68'W","38°55.59'N","21-Jul-13","N/A"
"216098","77°0.35'W","38°54.22'N","21-Jul-13","N/A"
"144388","77°1.62'W","38°55.31'N","21-Jul-13","N/A"
"21233","77°0.83'W","38°57.2'N","21-Jul-13","N/A"
"48691","77°1.14'W","38°56.78'N","21-Jul-13","N/A"
"132029","77°1.95'W","38°55.5'N","21-Jul-13","N/A"
"28133","77°2.79'W","38°57.1'N","21-Jul-13","N/A"
"29669","77°1.72'W","38°57.07'N","21-Jul-13","N/A"
"175010","77°3.38'W","38°54.84'N","21-Jul-13","N/A"
"42056","77°1.13'W","38°56.88'N","21-Jul-13","N/A"
"192447","77°4.32'W","38°54.57'N","21-Jul-13","N/A"
"90428","77°0.91'W","38°56.14'N","21-Jul-13","N/A"
"35520","77°0.2'W","38°56.99'N","21-Jul-13","N/A"
"180243","77°3.2'W","38°54.76'N","21-Jul-13","N/A"
"89916","77°1.26'W","38°56.15'N","21-Jul-13","N/A"
"189824","77°2.26'W","38°54.62'N","21-Jul-13","N/A"
"24814","77°2.8'W","38°57.15'N","21-Jul-13","N/A"
"97315","77°2.99'W","38°56.03'N","21-Jul-13","N/A"
"37696","77°2.01'W","38°56.95'N","21-Jul-13","N/A"
"13527","77°1.97'W","38°57.32'N","21-Jul-13","N/A"
"214794","77°3.68'W","38°54.23'N","21-Jul-13","N/A"
"143392","77°2.07'W","38°55.33'N","21-Jul-13","N/A"
"184923","77°3.76'W","38°54.69'N","21-Jul-13","N/A"
"84583","77°2.38'W","38°56.23'N","21-Jul-13","N/A"
"84783","77°0.51'W","38°56.23'N","21-Jul-13","N/A"
"117484","77°0.55'W","38°55.73'N","21-Jul-13","N/A"
"157343","77°0.15'W","38°55.12'N","21-Jul-13","N/A"
"113932","77°2.74'W","38°55.78'N","21-Jul-13","N/A"
"113531","77°2.06'W","38°55.79'N","21-Jul-13","N/A"
"191357","77°1.22'W","38°54.59'N","21-Jul-13","N/A"
"171334","77°2.29'W","38°54.9'N","21-Jul-13","N/A"
"68475","77°2.3'W","38°56.48'N","21-Jul-13","N/A"
"186152","77°1.13'W","38°54.67'N","21-Jul-13","N/A"
"24615","77°0.23'W","38°57.15'N","21-Jul-13","N/A"
"108237","77°2.81'W","38°55.87'N","21-Jul-13","N/A"
"178842","77°3'W","38°54.78'N","21-Jul-13","N/A"
"151146","77°0.48'W","38°55.21'N","21-Jul-13","N/A"
"37076","77°3.38'W","38°56.96'N","21-Jul-13","N/A"
"217413","77°1.35'W","38°54.19'N","21-Jul-13","N/A"
"1087","77°0.54'W","38°57.04'N","23-Jul-13","transect"
"4499","77°1.14'W","38°56.13'N","28-Jul-13","second_transect"
"3686","77°2.41'W","38°56.31'N","01-Aug-13","transect"
"7193","77°2.82'W","38°55.44'N","10-Aug-13","transect"
"2089","77°1.67'W","38°56.82'N","11-Aug-13","transect"
"10036","77°3.71'W","38°54.68'N","16-Aug-13","transect"
"128411","77°0.32'W","38°55.56'N","19-Aug-13",""
"96293","77°3.69'W","38°56.05'N","19-Aug-13",""
"209182","77°2.97'W","38°54.32'N","19-Aug-13",""
"158700","77°0.76'W","38°55.1'N","19-Aug-13",""
"208383","77°1.57'W","38°54.33'N","19-Aug-13",""
"196135","77°0.86'W","38°54.52'N","19-Aug-13",""
"175102","77°2.52'W","38°54.84'N","19-Aug-13",""
"164387","77°0.77'W","38°55.01'N","19-Aug-13",""
"35138","77°3.77'W","38°56.99'N","19-Aug-13",""
"55693","77°1.03'W","38°57.44'N","19-Aug-13",""
"189146","77°4.16'W","38°54.62'N","19-Aug-13",""
"14573","77°1.05'W","38°57.31'N","19-Aug-13",""
"51954","77°1.66'W","38°56.73'N","19-Aug-13",""
"93845","76°59.98'W","38°56.09'N","19-Aug-13",""
"106829","77°2.68'W","38°55.89'N","19-Aug-13",""
"51923","77°1.95'W","38°56.73'N","19-Aug-13",""
"129888","77°4.24'W","38°55.53'N","19-Aug-13",""
"93195","77°1.63'W","38°56.1'N","19-Aug-13",""
"116290","77°2.85'W","38°55.74'N","19-Aug-13",""
"117680","77°3.15'W","38°55.72'N","19-Aug-13",""
"15655","77°4.23'W","38°57.28'N","19-Aug-13",""
"170155","77°0.02'W","38°54.92'N","19-Aug-13",""
"52446","77°1.49'W","38°56.73'N","19-Aug-13",""
"6021","77°1.24'W","38°57.44'N","19-Aug-13",""
"200025","76°59.95'W","38°54.46'N","19-Aug-13",""
"143866","77°2.07'W","38°55.32'N","19-Aug-13",""
"173836","77°1.06'W","38°54.86'N","19-Aug-13",""
"6626","77°2.59'W","38°57.52'N","19-Aug-13",""
"102878","77°4.16'W","38°55.95'N","19-Aug-13",""
"129189","77°1.91'W","38°55.55'N","19-Aug-13",""
"182056","77°3.98'W","38°54.73'N","19-Aug-13",""
"171293","77°2.68'W","38°54.9'N","19-Aug-13",""
"118798","77°1.56'W","38°55.71'N","19-Aug-13",""
"104252","77°0.18'W","38°55.93'N","19-Aug-13",""
"94323","76°59.95'W","38°56.08'N","19-Aug-13",""
"186640","77°1'W","38°54.67'N","19-Aug-13",""
"53908","77°1.11'W","38°56.7'N","19-Aug-13",""
"148688","77°1.3'W","38°55.25'N","19-Aug-13",""
"61629","77°4.27'W","38°56.58'N","19-Aug-13",""
"104788","77°4.03'W","38°55.92'N","19-Aug-13",""
"94575","77°2.02'W","38°56.08'N","19-Aug-13",""
"143178","77°4.07'W","38°55.33'N","19-Aug-13",""
"62391","77°1.57'W","38°56.57'N","19-Aug-13",""
"159027","77°2.13'W","38°55.09'N","19-Aug-13",""
"158639","77°1.33'W","38°55.1'N","19-Aug-13",""
"194451","77°3.31'W","38°54.54'N","19-Aug-13",""
"50180","77°0.52'W","38°56.76'N","19-Aug-13",""
"79559","77°0.6'W","38°56.31'N","19-Aug-13",""
"61302","77°2.89'W","38°56.59'N","19-Aug-13",""
"122115","77°1.57'W","38°55.66'N","19-Aug-13",""
"120788","77°0.68'W","38°55.68'N","19-Aug-13",""
"73063","77°3.72'W","38°56.41'N","19-Aug-13",""
"160452","77°2.11'W","38°55.07'N","19-Aug-13",""
"107958","77°0.98'W","38°55.87'N","19-Aug-13",""
"62625","77°3.82'W","38°56.57'N","19-Aug-13",""
"70206","77°3.85'W","38°56.45'N","19-Aug-13",""
"122240","77°0.4'W","38°55.66'N","19-Aug-13",""
"26431","77°0.97'W","38°57.12'N","19-Aug-13",""
"116338","77°2.41'W","38°55.74'N","19-Aug-13",""
"20332","77°0.39'W","38°57.22'N","19-Aug-13",""
"89111","76°59.93'W","38°56.16'N","19-Aug-13",""
"201600","77°2.95'W","38°54.43'N","19-Aug-13",""
"16370","77°1.98'W","38°57.28'N","19-Aug-13",""
"151557","77°1.07'W","38°55.2'N","19-Aug-13",""
"117403","77°1.31'W","38°55.73'N","19-Aug-13",""
"194742","77°0.59'W","38°54.54'N","19-Aug-13",""
"102543","77°2.86'W","38°55.95'N","19-Aug-13",""
"88479","77°1.4'W","38°56.17'N","19-Aug-13",""
"160349","77°3.07'W","38°55.07'N","19-Aug-13",""
"184503","77°3.26'W","38°54.7'N","19-Aug-13",""
"63068","77°4.11'W","38°56.56'N","19-Aug-13",""
"99687","77°2.98'W","38°56'N","19-Aug-13",""
"127647","77°3.03'W","38°55.57'N","19-Aug-13",""
"160968","77°1.71'W","38°55.06'N","19-Aug-13",""
"189223","77°3.44'W","38°54.62'N","19-Aug-13",""
"42363","77°2.7'W","38°56.88'N","19-Aug-13",""
"149892","77°3.34'W","38°55.23'N","19-Aug-13",""
"54723","77°2.36'W","38°56.69'N","19-Aug-13",""
"38863","77°3.47'W","38°57.47'N","19-Aug-13",""
"125456","77°1.36'W","38°55.6'N","19-Aug-13",""
"148852","77°4.2'W","38°55.24'N","19-Aug-13",""
"24401","77°2.23'W","38°57.15'N","19-Aug-13",""
"202800","77°0.59'W","38°54.42'N","19-Aug-13",""
"91340","77°1.25'W","38°56.13'N","19-Aug-13",""
"205841","77°3.18'W","38°54.37'N","19-Aug-13",""
"60470","77°1.81'W","38°56.6'N","19-Aug-13",""
"71933","77°0.99'W","38°56.43'N","19-Aug-13",""
"106039","77°1.2'W","38°55.9'N","19-Aug-13",""
"35650","77°3.42'W","38°56.98'N","19-Aug-13",""
"111998","77°3.1'W","38°55.81'N","19-Aug-13",""
"51112","77°0.67'W","38°56.75'N","19-Aug-13",""
"179163","77°0'W","38°54.78'N","19-Aug-13",""
"5779","77°1.33'W","38°55.82'N","20-Aug-13","transect"
"8763","77°1.41'W","38°54.99'N","24-Aug-13","transect"
"7343","77°2.96'W","38°55.41'N","01-Sep-13","transect"
"6485","77°2.53'W","38°55.63'N","07-Sep-13","transect"
"5577","77°1.11'W","38°55.87'N","16-Sep-13","transect"
"9483","77°3.04'W","38°54.85'N","18-Sep-13","transect"
"5178","77°1.83'W","38°55.95'N","20-Sep-13","thirdtransect"
"11504","77°1.84'W","38°54.27'N","20-Sep-13","transect"
"7925","77°3.13'W","38°55.23'N","21-Sep-13","transect"
"9932","77°3.71'W","38°54.71'N","26-Sep-13","transect"
"87489","77°1.8'W","38°56.19'N","27-Sep-13","other"
"19427","76°59.98'W","38°57.23'N","27-Sep-13","other"
"172329","77°1.85'W","38°54.88'N","27-Sep-13","other"
"211037","77°3.35'W","38°54.29'N","27-Sep-13","other"
"32996","77°1.64'W","38°57.02'N","27-Sep-13","other"
"55530","77°3.68'W","38°56.67'N","27-Sep-13","other"
"128486","77°4.05'W","38°55.55'N","27-Sep-13","other"
"215288","77°3.49'W","38°54.22'N","27-Sep-13","other"
"182712","77°2.27'W","38°54.72'N","27-Sep-13","other"
"139393","77°4'W","38°55.39'N","27-Sep-13","other"
"130644","77°1.6'W","38°55.52'N","27-Sep-13","other"
"64013","77°4.14'W","38°56.54'N","27-Sep-13","other"
"69740","77°3.77'W","38°56.46'N","27-Sep-13","other"
"49803","77°4.04'W","38°56.76'N","27-Sep-13","other"
"94477","77°2.94'W","38°56.08'N","27-Sep-13","other"
"17747","77°2.4'W","38°57.26'N","27-Sep-13","other"
"116195","77°3.74'W","38°55.74'N","27-Sep-13","other"
"56486","77°3.6'W","38°56.66'N","27-Sep-13","other"
"40001","77°2.41'W","38°57.47'N","27-Sep-13","other"
"49615","77°1.37'W","38°56.77'N","27-Sep-13","other"
"162458","77°1.08'W","38°55.04'N","27-Sep-13","other"
"29782","77°0.67'W","38°57.07'N","27-Sep-13","other"
"87916","77°2.24'W","38°56.18'N","27-Sep-13","other"
"101245","77°1.7'W","38°55.98'N","27-Sep-13","other"
"125633","77°4.14'W","38°55.6'N","27-Sep-13","other"
"3878","77°3.55'W","38°57.47'N","27-Sep-13","other"
"86615","77°1.11'W","38°56.2'N","27-Sep-13","other"
"105239","77°4.25'W","38°55.91'N","27-Sep-13","other"
"152584","77°0.33'W","38°55.19'N","27-Sep-13","other"
"17403","77°1.18'W","38°57.26'N","27-Sep-13","other"
"175241","77°1.22'W","38°54.84'N","27-Sep-13","other"
"81513","77°0.06'W","38°56.28'N","27-Sep-13","other"
"20589","77°2.41'W","38°57.21'N","27-Sep-13","other"
"47594","77°2.54'W","38°56.8'N","27-Sep-13","other"
"205216","77°0.16'W","38°54.38'N","27-Sep-13","other"
"127386","77°1.04'W","38°55.58'N","27-Sep-13","other"
"171050","77°0.52'W","38°54.91'N","27-Sep-13","other"
"88844","77°2.42'W","38°56.16'N","27-Sep-13","other"
"153449","77°1.11'W","38°55.18'N","27-Sep-13","other"
"33289","77°3.33'W","38°57.02'N","27-Sep-13","other"
"178040","77°1.64'W","38°54.8'N","27-Sep-13","other"
"110583","77°3.03'W","38°55.83'N","27-Sep-13","other"
"26562","77°4.18'W","38°57.12'N","27-Sep-13","other"
"145114","77°3.7'W","38°55.3'N","27-Sep-13","other"
"184221","77°1.46'W","38°54.7'N","27-Sep-13","other"
"118477","77°0.13'W","38°55.71'N","27-Sep-13","other"
"177232","77°0.33'W","38°54.81'N","27-Sep-13","other"
"26068","76°59.94'W","38°57.13'N","27-Sep-13","other"
"134961","77°1.12'W","38°55.46'N","27-Sep-13","other"
"40533","77°2.08'W","38°56.91'N","27-Sep-13","other"
"44544","77°0.03'W","38°56.85'N","27-Sep-13","other"
"63892","77°0.83'W","38°56.55'N","27-Sep-13","other"
"71146","77°3.92'W","38°56.43'N","27-Sep-13","other"
"162676","77°3.47'W","38°55.03'N","27-Sep-13","other"
"217230","77°3.06'W","38°54.19'N","27-Sep-13","other"
"207303","77°2.81'W","38°54.35'N","27-Sep-13","other"
"185998","77°2.57'W","38°54.67'N","27-Sep-13","other"
"177835","77°3.56'W","38°54.8'N","27-Sep-13","other"
"161674","77°3.98'W","38°55.04'N","27-Sep-13","other"
"81497","77°0.21'W","38°56.28'N","27-Sep-13","other"
"43070","77°0.52'W","38°56.87'N","27-Sep-13","other"
"173149","77°3.05'W","38°54.87'N","27-Sep-13","other"
"178000","77°2.01'W","38°54.8'N","27-Sep-13","other"
"172757","77°2.28'W","38°54.88'N","27-Sep-13","other"
"57999","77°2.75'W","38°56.64'N","27-Sep-13","other"
"96884","77°2.59'W","38°56.04'N","27-Sep-13","other"
"180736","77°3.02'W","38°54.75'N","27-Sep-13","other"
"163755","77°2.25'W","38°55.02'N","27-Sep-13","other"
"35099","77°4.14'W","38°56.99'N","27-Sep-13","other"
"69322","77°3.25'W","38°56.46'N","27-Sep-13","other"
"109276","77°1.96'W","38°55.85'N","27-Sep-13","other"
"43402","77°1.84'W","38°56.86'N","27-Sep-13","other"
"3053","77°2.4'W","38°57.48'N","27-Sep-13","other"
"144221","77°3.18'W","38°55.31'N","27-Sep-13","other"
"83118","77°2.78'W","38°56.25'N","27-Sep-13","other"
"55332","77°1.1'W","38°56.68'N","27-Sep-13","other"
"160886","77°2.48'W","38°55.06'N","27-Sep-13","other"
"77689","77°0.36'W","38°56.34'N","27-Sep-13","other"
"53747","77°2.62'W","38°56.7'N","27-Sep-13","other"
"9723","77°1.73'W","38°54.78'N","27-Sep-13","transect"
"107024","77°0.85'W","38°55.89'N","27-Sep-13","other"
"197549","77°0.94'W","38°54.5'N","27-Sep-13","other"
"189273","77°2.98'W","38°54.62'N","27-Sep-13","other"
"19357","77°0.64'W","38°57.23'N","27-Sep-13","other"
"215902","77°2.18'W","38°54.22'N","27-Sep-13","other"
"185651","77°1.39'W","38°54.68'N","27-Sep-13","other"
"162199","77°3.5'W","38°55.04'N","27-Sep-13","other"
"171412","77°1.56'W","38°54.9'N","27-Sep-13","other"
"179709","77°3.76'W","38°54.77'N","27-Sep-13","other"
"135586","77°4.14'W","38°55.44'N","27-Sep-13","other"
"47616","77°2.33'W","38°56.8'N","27-Sep-13","other"
"167203","77°1.03'W","38°54.96'N","27-Sep-13","other"
"215301","77°3.37'W","38°54.22'N","27-Sep-13","other"
"10484","77°1.43'W","38°54.53'N","06-Oct-13","transect"
"8677","77°1.23'W","38°55.02'N","10-Oct-13","transect"
"4507","77°0.51'W","38°56.13'N","21-Oct-13","transect"
"3446","77°1.5'W","38°56.4'N","22-Oct-13","transect"
"1459","77°0.9'W","38°56.97'N","24-Oct-13","transect"
"836","77°0.74'W","38°57.09'N","24-Oct-13","transect"
"1470","77°0.54'W","38°56.97'N","28-Oct-13","transect"
"11181","77°1.11'W","38°54.35'N","04-Nov-13","TRANSECT"
"5335","77°2.6'W","38°55.92'N","12-Nov-13","transect"
"4909","77°1.51'W","38°56'N","22-Nov-13","transect"
"25010","77°0.97'W","38°57.15'N","28-Nov-13","nontransect"
"135852","77°1.66'W","38°55.44'N","28-Nov-13","nontransect"
"114371","77°3.07'W","38°55.77'N","28-Nov-13","nontransect"
"212521","77°2.77'W","38°54.27'N","28-Nov-13","nontransect"
"131845","77°3.67'W","38°55.5'N","28-Nov-13","nontransect"
"58746","77°0.2'W","38°56.63'N","28-Nov-13","nontransect"
"40929","77°2.81'W","38°56.9'N","28-Nov-13","nontransect"
"178105","77°1.03'W","38°54.8'N","28-Nov-13","nontransect"
"114841","77°3.11'W","38°55.76'N","28-Nov-13","nontransect"
"49539","77°2.08'W","38°56.77'N","28-Nov-13","nontransect"
"214263","77°4.21'W","38°54.24'N","28-Nov-13","nontransect"
"160866","77°2.67'W","38°55.06'N","28-Nov-13","nontransect"
"156396","77°0.14'W","38°55.13'N","28-Nov-13","nontransect"
"49088","77°1.86'W","38°56.78'N","28-Nov-13","nontransect"
"198793","77°2.6'W","38°54.48'N","28-Nov-13","nontransect"
"138858","77°0.14'W","38°55.4'N","28-Nov-13","nontransect"
"46972","77°3.92'W","38°56.81'N","28-Nov-13","nontransect"
"92502","77°3.68'W","38°56.11'N","28-Nov-13","nontransect"
"31905","77°2.98'W","38°57.04'N","28-Nov-13","nontransect"
"25675","77°3.61'W","38°57.13'N","28-Nov-13","nontransect"
"24445","77°1.82'W","38°57.15'N","28-Nov-13","nontransect"
"102670","77°1.68'W","38°55.95'N","28-Nov-13","nontransect"
"91305","77°1.57'W","38°56.13'N","28-Nov-13","nontransect"
"5198","77°0.07'W","38°57.45'N","28-Nov-13","nontransect"
"43046","77°0.74'W","38°56.87'N","28-Nov-13","nontransect"
"212582","77°2.2'W","38°54.27'N","28-Nov-13","nontransect"
"22225","77°0.41'W","38°57.19'N","28-Nov-13","nontransect"
"33961","77°1.48'W","38°57.01'N","28-Nov-13","nontransect"
"125162","77°4.11'W","38°55.6'N","28-Nov-13","nontransect"
"100604","77°3.27'W","38°55.98'N","28-Nov-13","nontransect"
"22496","77°2.31'W","38°57.18'N","28-Nov-13","nontransect"
"34953","77°1.07'W","38°56.99'N","28-Nov-13","nontransect"
"36198","77°2.72'W","38°56.97'N","28-Nov-13","nontransect"
"27482","77°0.01'W","38°57.11'N","28-Nov-13","nontransect"
"144719","77°2.96'W","38°55.31'N","28-Nov-13","nontransect"
"13350","77°3.62'W","38°57.32'N","28-Nov-13","nontransect"
"32392","77°2.85'W","38°57.03'N","28-Nov-13","nontransect"
"58206","77°0.82'W","38°56.64'N","28-Nov-13","nontransect"
"193282","77°0.95'W","38°54.56'N","28-Nov-13","nontransect"
"47744","77°1.13'W","38°56.8'N","28-Nov-13","nontransect"
"17300","77°2.14'W","38°57.26'N","28-Nov-13","nontransect"
"52925","77°1.44'W","38°56.72'N","28-Nov-13","nontransect"
"105738","77°4.01'W","38°55.9'N","28-Nov-13","nontransect"
"147192","77°1.99'W","38°55.27'N","28-Nov-13","nontransect"
"211266","77°1.21'W","38°54.29'N","28-Nov-13","nontransect"
"109498","77°4.31'W","38°55.84'N","28-Nov-13","nontransect"
"38309","77°0.71'W","38°56.94'N","28-Nov-13","nontransect"
"24268","77°3.47'W","38°57.15'N","28-Nov-13","nontransect"
"159689","77°0.38'W","38°55.08'N","28-Nov-13","nontransect"
"172461","77°0.62'W","38°54.88'N","28-Nov-13","nontransect"
"113601","77°1.4'W","38°55.79'N","28-Nov-13","nontransect"
"113214","77°0.59'W","38°55.79'N","28-Nov-13","nontransect"
"166668","77°1.6'W","38°54.97'N","28-Nov-13","nontransect"
"113770","77°4.26'W","38°55.78'N","28-Nov-13","nontransect"
"4121","77°1.27'W","38°57.47'N","28-Nov-13","nontransect"
"22505","77°2.23'W","38°57.18'N","28-Nov-13","nontransect"
"191909","77°0.49'W","38°54.59'N","28-Nov-13","nontransect"
"183963","77°3.87'W","38°54.7'N","28-Nov-13","nontransect"
"175020","77°3.28'W","38°54.84'N","28-Nov-13","nontransect"
"75193","77°1.54'W","38°56.38'N","28-Nov-13","nontransect"
"31481","77°2.51'W","38°57.04'N","28-Nov-13","nontransect"
"164516","77°3.99'W","38°55'N","28-Nov-13","nontransect"
"129317","77°0.71'W","38°55.55'N","28-Nov-13","nontransect"
"85656","77°1.21'W","38°56.22'N","28-Nov-13","nontransect"
"175684","77°1.51'W","38°54.83'N","28-Nov-13","nontransect"
"67303","76°59.96'W","38°56.5'N","28-Nov-13","nontransect"
"169667","77°0.15'W","38°54.93'N","28-Nov-13","nontransect"
"122091","77°1.8'W","38°55.66'N","28-Nov-13","nontransect"
"121660","77°1.4'W","38°55.66'N","28-Nov-13","nontransect"
"197424","77°2.11'W","38°54.5'N","28-Nov-13","nontransect"
"49914","77°3'W","38°56.76'N","28-Nov-13","nontransect"
"97379","77°2.4'W","38°56.03'N","28-Nov-13","nontransect"
"181780","77°2.12'W","38°54.74'N","28-Nov-13","nontransect"
"172421","77°0.99'W","38°54.88'N","28-Nov-13","nontransect"
"204739","77°0.19'W","38°54.39'N","28-Nov-13","nontransect"
"34001","77°3.58'W","38°57.47'N","28-Nov-13","nontransect"
"45936","77°0.31'W","38°56.83'N","09-Dec-13","nontransect"
"165156","77°2.44'W","38°54.99'N","09-Dec-13","nontransect"
"45062","77°4.05'W","38°56.83'N","09-Dec-13","nontransect"
"148984","77°2.97'W","38°55.24'N","09-Dec-13","nontransect"
"181144","77°3.64'W","38°54.75'N","09-Dec-13","nontransect"
"23506","77°1.73'W","38°57.17'N","09-Dec-13","nontransect"
"150590","77°1.25'W","38°55.22'N","09-Dec-13","nontransect"
"63018","77°0.14'W","38°56.57'N","09-Dec-13","nontransect"
"20505","77°3.2'W","38°57.21'N","09-Dec-13","nontransect"
"191918","77°0.4'W","38°54.59'N","09-Dec-13","nontransect"
"117161","77°1.17'W","38°57.35'N","09-Dec-13","nontransect"
"116168","77°3.99'W","38°55.74'N","09-Dec-13","nontransect"
"18175","77°2.83'W","38°57.25'N","09-Dec-13","nontransect"
"96170","77°0.4'W","38°56.06'N","09-Dec-13","nontransect"
"98166","77°3.9'W","38°56.02'N","09-Dec-13","nontransect"
"160372","77°2.85'W","38°55.07'N","09-Dec-13","nontransect"
